generation,N_shifts,logPrior,logLik,eventRate,acceptRate
4627000,0,-3.23258,-74.7078,1.03632,0.418556
4628000,0,-2.92134,-77.3718,0.176604,0.398
4629000,0,-2.11348,-75.3873,0.206039,0.389
4630000,0,-2.96728,-74.037,0.51501,0.382
4631000,0,-2.30028,-74.2924,0.113347,0.38
4632000,0,-2.30984,-74.3323,0.404917,0.398
4633000,0,-2.75388,-74.3858,0.255173,0.396667
4634000,0,-3.9708,-75.531,1.26104,0.4
4635000,0,-3.59317,-74.4622,0.989697,0.418
4636000,0,-2.90524,-75.8603,0.0421478,0.4115
4637000,0,-3.06513,-78.8128,1.3631,0.379
4638000,0,-3.66902,-75.0209,1.77447,0.372333
4639000,0,-1.87496,-77.4443,0.149163,0.422071
4640000,0,-3.49768,-75.5951,0.985879,0.545
4641000,0,-4.17757,-74.9133,1.03102,0.364
4642000,0,-2.16909,-75.0649,0.142441,0.418063
4643000,1,-7.98025,-76.9449,1.05436,0.411
4644000,0,-3.18106,-75.2051,0.178931,0.41
4645000,0,-3.15541,-74.3406,0.689965,0.41475
4646000,0,-2.80924,-74.3011,0.706367,0.414
4647000,0,-3.9267,-74.7439,1.45242,0.398
4648000,0,-2.25262,-74.6286,0.042116,0.40375
4649000,0,-3.24953,-79.6025,0.45816,0.413909
4650000,0,-4.97931,-79.4234,0.703988,0.401
4651000,0,-1.83135,-75.1708,0.0701035,0.401
4652000,0,-3.18224,-75.1827,1.43036,0.409
4653000,0,-3.16942,-76.3267,0.53054,0.402
4654000,0,-1.90262,-76.3143,0.208681,0.403
4655000,0,-2.15945,-74.7684,0.107762,0.412
4656000,0,-2.39249,-76.618,0.486294,0.447
4657000,0,-2.40308,-77.9845,0.0302481,0.4276
4658000,1,-11.1954,-77.2213,0.435026,0.412412
4659000,0,-2.62375,-74.259,0.393119,0.556
4660000,0,-2.78247,-74.8098,0.0318271,0.401
4661000,0,-2.2659,-75.9158,0.030267,0.415
4662000,0,-1.7835,-75.6627,0.124557,0.422214
4663000,2,-16.2998,-78.2075,1.85313,0.455
4664000,0,-1.9852,-75.7961,0.176436,0.441
4665000,2,-10.3385,-78.8318,0.476767,0.445125
4666000,0,-3.02821,-74.2417,0.750336,0.4165
4667000,0,-2.0109,-74.9313,0.0459449,0.3905
4668000,0,-2.56229,-74.7952,0.0464419,0.426
4669000,0,-2.1991,-76.5888,0.468451,0.4165
4670000,1,-5.64808,-76.5433,1.33251,0.479
4671000,0,-2.62402,-75.731,0.438137,0.4406
4672000,0,-2.71084,-75.501,0.598898,0.418
4673000,0,-2.49706,-77.9053,0.305509,0.395
4674000,0,-3.37904,-75.267,0.272783,0.413625
4675000,0,-3.17627,-78.2036,0.11574,0.379
4676000,0,-3.43508,-75.453,0.197215,0.41625
4677000,0,-4.3201,-76.7344,2.01302,0.376
4678000,0,-4.42174,-76.0879,0.746009,0.406
4679000,0,-4.50344,-75.4483,1.1564,0.3955
4680000,0,-2.15956,-74.7977,0.382986,0.406
4681000,0,-2.56296,-75.546,0.15358,0.397375
4682000,0,-4.30819,-78.1482,1.60685,0.366
4683000,0,-2.77568,-76.1615,0.344829,0.407692
4684000,0,-2.94727,-74.3301,1.02864,0.413167
4685000,0,-3.74617,-77.3117,0.42618,0.391
4686000,0,-3.60931,-75.3756,1.04853,0.420667
4687000,0,-2.29336,-77.667,0.0634629,0.41
4688000,0,-4.25143,-74.8466,1.63328,0.463
4689000,0,-2.15879,-76.3183,0.338421,0.396
4690000,0,-2.63128,-76.9696,0.142557,0.446
4691000,0,-2.85098,-74.5529,0.876552,0.429182
4692000,0,-2.09037,-74.1512,0.00181905,0.562
4693000,0,-3.51834,-75.5315,0.701084,0.426875
4694000,2,-9.61798,-77.371,1.1761,0.421667
4695000,0,-2.44536,-75.3167,0.0909715,0.4445
4696000,1,-7.6018,-77.4711,0.541162,0.466667
4697000,0,-5.02483,-77.9595,1.82334,0.4414
4698000,0,-3.5534,-75.2955,0.671277,0.4005
4699000,0,-3.227,-80.9898,0.460981,0.409
4700000,0,-1.84883,-76.4486,0.0598109,0.423833
4701000,1,-4.73151,-74.8669,1.11254,0.435
4702000,0,-2.70648,-78.8821,0.210333,0.445667
4703000,0,-2.93247,-75.0587,0.867287,0.432
4704000,0,-3.50374,-76.4793,0.910027,0.352
4705000,0,-3.14213,-76.0829,1.04579,0.418
4706000,0,-3.40038,-76.416,1.15045,0.419727
4707000,0,-2.25448,-75.1683,0.49854,0.392
4708000,0,-2.11774,-75.9155,0.0810055,0.463
4709000,0,-2.38266,-76.9171,0.616969,0.441
4710000,1,-4.93304,-75.5876,1.05296,0.421556
4711000,0,-2.85722,-79.5821,0.532083,0.415
4712000,0,-3.29735,-77.2384,1.32502,0.417333
4713000,0,-2.2238,-76.2053,0.131914,0.367
4714000,1,-7.55735,-75.3148,1.37175,0.433
4715000,0,-2.54408,-76.0076,0.133616,0.413
4716000,0,-1.82879,-75.5409,0.140003,0.404
4717000,0,-4.25723,-76.3961,0.860138,0.421333
4718000,1,-8.65271,-78.9809,1.91211,0.443154
4719000,0,-2.39057,-75.5919,0.374992,0.480333
4720000,0,-3.34026,-76.022,0.612612,0.422
4721000,0,-4.21626,-75.7175,0.524436,0.421
4722000,0,-2.99441,-74.7983,1.18616,0.404
4723000,0,-2.4935,-75.8493,0.55817,0.424667
4724000,0,-3.24738,-77.3677,0.82049,0.479
4725000,0,-3.56961,-76.6564,0.217843,0.401667
4726000,1,-4.22702,-74.2511,0.27935,0.466
4727000,0,-2.11555,-77.6558,0.237092,0.432
4728000,0,-2.38156,-74.8323,0.323338,0.42525
4729000,0,-3.33074,-77.8682,0.618946,0.415667
4730000,0,-3.35779,-75.0161,0.200128,0.431
4731000,0,-3.44355,-75.0584,0.154402,0.437786
4732000,0,-2.49685,-74.0766,0.190348,0.433
4733000,2,-9.33289,-78.5795,1.95742,0.450333
4734000,0,-2.34374,-75.9823,0.287413,0.497
4735000,0,-2.17703,-75.5958,0.210253,0.379
4736000,0,-1.94001,-76.0957,0.260211,0.442571
4737000,0,-3.31337,-74.5147,0.364821,0.39
4738000,0,-3.1709,-76.7253,0.364345,0.402
4739000,0,-3.32857,-75.1543,0.616679,0.4275
4740000,0,-2.80426,-74.5957,0.0392266,0.389
4741000,0,-4.15926,-77.9273,1.30643,0.441273
4742000,0,-4.30382,-76.9824,0.594412,0.4395
4743000,0,-2.35061,-75.6277,0.363408,0.405
4744000,0,-2.52522,-75.6935,0.0352109,0.426
4745000,0,-2.58305,-74.3821,0.40282,0.38
4746000,0,-1.99691,-76.0565,0.335822,0.555
4747000,0,-1.78902,-74.9379,0.0919837,0.501
4748000,0,-2.79156,-78.221,0.394539,0.4433
4749000,1,-5.27142,-77.8087,0.396133,0.432
4750000,0,-2.32988,-77.011,0.0338239,0.468333
4751000,0,-3.63456,-75.1855,1.94916,0.45075
4752000,0,-2.31683,-76.3872,0.440334,0.441
4753000,0,-2.39401,-75.5695,0.373965,0.441238
4754000,0,-2.63926,-74.136,0.0956499,0.398
4755000,0,-2.70872,-75.4395,0.0577171,0.382
4756000,0,-3.16313,-77.0381,0.336171,0.394
4757000,0,-4.27208,-76.1921,0.457533,0.42475
4758000,0,-3.59658,-75.3192,1.76537,0.393333
4759000,0,-2.97437,-74.673,0.146062,0.397
4760000,0,-4.07674,-75.5347,0.591032,0.387667
4761000,0,-1.84406,-75.3267,0.0684626,0.392
4762000,1,-5.84996,-75.9798,0.232826,0.406
4763000,0,-2.56033,-78.3025,0.00566196,0.4255
4764000,0,-2.95328,-75.4909,0.693812,0.413182
4765000,0,-3.46834,-77.5164,0.737877,0.451
4766000,0,-2.62212,-74.8375,0.368982,0.44975
4767000,1,-8.59926,-76.4247,0.833294,0.476
4768000,0,-3.03572,-74.1143,0.556795,0.442
4769000,0,-1.76331,-78.1659,0.0988515,0.4
4770000,0,-3.96955,-75.6041,1.33619,0.401
4771000,0,-2.04692,-78.4395,0.093428,0.435733
4772000,0,-3.04147,-78.1444,1.11294,0.38
4773000,0,-2.47423,-77.8893,0.0736205,0.387667
4774000,0,-2.63474,-76.5259,0.624112,0.399
4775000,0,-2.72548,-76.8129,0.9072,0.426667
4776000,0,-2.23915,-75.6702,0.317069,0.399222
4777000,0,-4.56425,-77.5784,0.0655112,0.41
4778000,0,-2.06347,-74.5886,0.228856,0.425929
4779000,0,-2.49279,-75.172,0.000764437,0.4042
4780000,0,-2.58567,-74.4824,0.141733,0.416
4781000,0,-2.91032,-74.205,0.557522,0.4032
4782000,0,-2.00214,-74.9893,0.20585,0.381
4783000,0,-2.18595,-78.4058,0.552795,0.4
4784000,0,-3.50851,-74.377,1.00409,0.392
4785000,0,-3.25357,-75.0293,0.723844,0.398
4786000,0,-2.69095,-76.1762,0.753972,0.39
4787000,0,-3.35579,-75.4518,0.694391,0.4221
4788000,0,-1.98561,-75.1323,0.0863767,0.392
4789000,0,-2.80916,-75.9751,0.36683,0.3927
4790000,0,-3.0562,-74.2179,0.903889,0.393
4791000,0,-4.41995,-75.8513,0.551091,0.4495
4792000,0,-3.61635,-74.8999,1.79927,0.409417
4793000,0,-2.88951,-74.5177,0.240756,0.38
4794000,0,-3.09903,-74.4144,1.24012,0.381667
4795000,0,-1.73088,-75.1566,0.0570993,0.378
4796000,0,-2.58743,-74.4638,0.810101,0.417
4797000,0,-2.54225,-75.0655,0.800941,0.417091
4798000,1,-5.92793,-77.7806,0.362011,0.4365
4799000,0,-3.93695,-76.6459,0.419641,0.428
4800000,0,-2.72472,-77.005,0.32777,0.414
4801000,0,-2.91773,-75.0075,0.77272,0.419364
4802000,0,-2.2887,-77.0459,0.410563,0.407
4803000,0,-2.15759,-78.2019,0.199201,0.398
4804000,1,-6.39724,-76.6476,0.274394,0.40375
4805000,0,-3.33676,-75.0169,0.625024,0.41
4806000,0,-2.19009,-77.2879,0.0380048,0.410556
4807000,0,-3.34019,-74.2827,0.642637,0.501
4808000,0,-2.43501,-80.688,0.540189,0.383
4809000,0,-1.98203,-74.9818,0.266253,0.424333
4810000,0,-1.81538,-74.9619,0.0179923,0.437
4811000,1,-9.49821,-79.0867,1.3494,0.4305
4812000,0,-3.75103,-76.6607,0.111332,0.433
4813000,0,-2.66909,-74.6003,0.881962,0.4288
4814000,0,-2.9508,-76.8016,0.639714,0.398
4815000,0,-2.51988,-75.1719,0.713061,0.39
4816000,0,-2.41817,-75.7927,0.24404,0.426
4817000,0,-3.58986,-75.6016,0.132285,0.418
4818000,1,-6.1633,-76.6266,0.390477,0.425333
4819000,0,-2.20846,-76.0768,0.514499,0.4735
4820000,1,-8.73112,-75.3487,0.723515,0.479
4821000,0,-3.38944,-74.8212,0.780029,0.413
4822000,0,-2.83116,-75.5573,0.378132,0.533
4823000,0,-2.35918,-75.293,0.231338,0.430917
4824000,0,-3.35419,-75.6975,0.37059,0.446
4825000,0,-2.17562,-74.8786,0.436837,0.383
4826000,1,-7.12419,-76.2466,0.787687,0.444
4827000,0,-3.10389,-74.5021,0.172899,0.436
4828000,0,-3.4819,-76.362,0.176065,0.439
4829000,0,-2.31593,-74.262,0.224493,0.409
4830000,0,-3.03444,-74.4228,1.08407,0.428083
4831000,0,-3.81086,-74.3695,1.27317,0.430385
4832000,0,-2.82073,-76.8809,0.0760459,0.39
4833000,0,-2.55727,-76.6465,0.177375,0.386
4834000,0,-2.26739,-74.9097,0.224696,0.43575
4835000,0,-4.02929,-74.8055,1.25536,0.409333
4836000,0,-2.89167,-77.4895,0.444696,0.413
4837000,0,-3.34238,-77.3568,0.0834797,0.455
4838000,0,-2.69232,-76.2998,0.317091,0.413
4839000,1,-6.35453,-75.2442,0.579224,0.424167
4840000,0,-3.10941,-75.5365,0.446153,0.417778
4841000,1,-7.26455,-77.124,0.41268,0.4065
4842000,0,-3.12778,-74.5017,0.890123,0.372
4843000,0,-1.98499,-75.6803,0.272501,0.441
4844000,0,-1.76601,-76.2359,0.0602475,0.417
4845000,0,-2.31402,-75.0706,0.00370624,0.4108
4846000,0,-3.51579,-77.4114,0.976425,0.412
4847000,2,-8.50169,-76.8121,0.814357,0.423333
4848000,0,-3.37806,-76.8045,0.485377,0.5565
4849000,0,-3.86384,-74.3014,1.65944,0.48075
4850000,0,-2.64016,-77.7907,0.207726,0.42
4851000,0,-1.9329,-75.6427,0.0317966,0.442538
4852000,0,-3.19051,-77.2941,0.766867,0.41
4853000,0,-2.7449,-76.347,0.987726,0.447
4854000,1,-6.77735,-77.3742,2.30677,0.421667
4855000,0,-2.2225,-74.8524,0.407897,0.47375
4856000,0,-1.85685,-76.7656,0.134072,0.506
4857000,0,-1.89798,-76.8838,0.0888212,0.424667
4858000,0,-2.85119,-74.8067,1.03872,0.382
4859000,0,-2.48664,-75.1253,0.774212,0.392
4860000,0,-3.58193,-74.7988,1.73261,0.443286
4861000,0,-2.10913,-76.8539,0.37415,0.395
4862000,1,-6.07511,-77.005,2.07074,0.39
4863000,0,-2.40316,-76.1043,0.750544,0.409375
4864000,0,-3.13764,-75.3555,1.17379,0.418
4865000,0,-4.42473,-75.6912,0.687295,0.421
4866000,0,-3.35375,-76.2753,0.250273,0.419
4867000,0,-1.86981,-76.8491,0.0348081,0.416909
4868000,0,-2.89372,-76.0691,0.531753,0.4245
4869000,0,-2.05568,-77.7213,0.0868138,0.444
4870000,1,-5.31394,-76.4041,1.13077,0.432
4871000,0,-3.71049,-76.1326,0.358242,0.446125
4872000,0,-2.48634,-79.5417,0.0546059,0.514
4873000,0,-1.91561,-76.5933,0.0585158,0.438
4874000,0,-2.09266,-75.6248,0.283854,0.4428
4875000,0,-2.60182,-75.8999,0.26695,0.433
4876000,0,-3.59168,-74.7393,0.81955,0.41
4877000,0,-2.56672,-74.6716,0.354517,0.4055
4878000,1,-6.64477,-75.4124,1.67505,0.537
4879000,0,-4.49305,-76.7829,0.161991,0.469
4880000,0,-4.14796,-75.9614,0.165727,0.4585
4881000,0,-2.2848,-74.4683,0.248907,0.452286
4882000,0,-2.88373,-77.2907,0.0341362,0.436
4883000,0,-2.05094,-74.9717,0.073287,0.413
4884000,0,-1.91617,-80.8163,0.0822494,0.426
4885000,0,-2.70778,-76.7528,0.0565531,0.40475
4886000,0,-2.15892,-74.6023,0.182107,0.397
4887000,0,-2.92997,-75.5446,0.808865,0.38
4888000,0,-3.31753,-77.4149,1.09671,0.41925
4889000,2,-10.7744,-75.1774,1.52082,0.462
4890000,1,-5.90983,-77.3823,1.21143,0.43935
4891000,1,-7.37615,-76.4483,2.49823,0.455
4892000,0,-2.9597,-80.6159,1.0887,0.468
4893000,0,-2.37514,-76.0365,0.127163,0.399333
4894000,2,-10.6472,-77.9591,2.34717,0.424
4895000,1,-5.44844,-74.3304,1.05754,0.405667
4896000,1,-5.46854,-74.6114,0.322999,0.48
4897000,0,-2.62321,-78.4673,0.706602,0.459
4898000,0,-3.55838,-75.0982,0.883771,0.422
4899000,0,-3.72585,-74.9646,0.563533,0.42515
4900000,0,-4.68832,-77.2895,0.244525,0.4035
4901000,0,-2.93035,-75.4679,0.118886,0.431286
4902000,0,-4.37385,-76.414,1.98192,0.4405
4903000,0,-2.83318,-74.898,0.0390154,0.429063
4904000,1,-5.98116,-74.7673,0.643895,0.473
4905000,0,-3.21965,-75.2649,1.32519,0.4295
4906000,0,-2.45814,-74.183,0.12751,0.45
4907000,0,-3.25432,-75.9118,0.823936,0.468
4908000,0,-2.47749,-80.707,0.650801,0.445571
4909000,0,-2.30504,-75.2091,0.525934,0.424333
4910000,0,-1.87736,-77.6811,0.02263,0.4305
4911000,0,-2.22124,-74.9513,0.065775,0.458889
4912000,0,-2.64916,-74.6828,0.564411,0.431
4913000,0,-2.67639,-74.5769,0.179483,0.407
4914000,0,-2.47289,-74.7265,0.129308,0.427857
4915000,0,-2.64942,-79.2913,0.811462,0.414667
4916000,0,-2.68917,-75.2153,0.807195,0.4145
4917000,0,-1.97122,-75.129,0.22843,0.407667
4918000,0,-2.77402,-74.0265,0.408309,0.387
4919000,0,-2.7494,-74.5075,0.470726,0.401
4920000,0,-2.27216,-76.4582,0.142026,0.393
4921000,0,-3.22517,-75.5109,0.949875,0.411333
4922000,0,-4.60192,-76.9808,0.31191,0.416222
4923000,0,-2.83382,-76.2583,0.125251,0.395286
4924000,0,-3.15859,-74.429,0.648453,0.444
4925000,0,-1.91807,-79.1736,0.0321182,0.381
4926000,0,-2.3651,-76.1574,0.713591,0.407
4927000,0,-2.68507,-74.256,0.641499,0.3868
4928000,0,-3.51674,-75.3745,0.126858,0.406125
4929000,1,-5.11702,-76.7274,0.115348,0.393
4930000,0,-3.03638,-75.1627,1.11321,0.435
4931000,1,-7.74836,-77.9234,1.06771,0.4394
4932000,0,-3.06474,-74.4621,0.633246,0.434
4933000,0,-3.27252,-77.0836,0.0864653,0.427667
4934000,1,-6.77287,-74.6,2.14594,0.435
4935000,0,-2.87282,-75.3112,0.410002,0.406
4936000,0,-2.26787,-76.5121,0.204888,0.446
4937000,0,-1.78819,-77.079,0.0657923,0.499
4938000,0,-2.02619,-75.4564,0.214519,0.486
4939000,1,-7.0924,-76.3659,0.607727,0.435
4940000,0,-2.92505,-75.1305,0.487965,0.44175
4941000,0,-2.59256,-78.3272,0.413635,0.439
4942000,0,-2.49124,-75.4947,0.146154,0.424
4943000,0,-4.71422,-75.1978,1.48022,0.403
4944000,0,-3.37483,-75.4197,1.41945,0.447
4945000,0,-3.41747,-76.1771,1.09332,0.4216
4946000,0,-2.52762,-74.7828,0.242499,0.408
4947000,0,-2.45821,-76.195,0.242304,0.3855
4948000,0,-2.94335,-74.4162,0.260313,0.392
4949000,1,-7.41488,-77.214,1.78096,0.462
4950000,0,-3.31251,-75.1155,0.0481058,0.422483
4951000,0,-2.91739,-75.2912,0.672836,0.426
4952000,0,-3.04135,-75.115,0.0119469,0.432333
4953000,0,-2.30737,-75.7026,0.360875,0.394
4954000,0,-2.72127,-76.8489,0.441334,0.4322
4955000,0,-2.70226,-77.5846,0.37707,0.44
4956000,0,-4.07514,-74.669,0.982583,0.44
4957000,0,-3.38947,-76.7859,0.479679,0.4404
4958000,0,-2.22334,-75.0811,0.0523702,0.428125
4959000,1,-5.80604,-77.1184,1.19583,0.42625
4960000,1,-5.51178,-78.5222,0.734855,0.4715
4961000,1,-5.79158,-74.693,0.21088,0.45075
4962000,0,-4.88796,-75.3357,1.79829,0.446
4963000,0,-5.9393,-76.6503,0.561738,0.4708
4964000,0,-4.2048,-76.2291,0.423625,0.47825
4965000,0,-2.36764,-76.2987,0.092647,0.454667
4966000,0,-2.14365,-74.5171,0.0730096,0.415
4967000,0,-2.1016,-78.2025,0.337202,0.416
4968000,0,-3.22741,-76.6308,0.100491,0.432667
4969000,0,-3.08096,-80.1175,0.234112,0.424167
4970000,0,-3.05295,-76.1425,1.1102,0.4125
4971000,0,-2.78161,-77.0073,0.808614,0.4255
4972000,0,-2.45929,-74.0294,0.258595,0.426667
4973000,0,-1.98135,-75.0154,0.0349938,0.383
4974000,1,-7.58162,-75.1107,1.36255,0.442
4975000,0,-1.95517,-74.5664,0.00122357,0.42325
4976000,0,-2.01421,-76.8772,0.195664,0.404
4977000,0,-2.41222,-74.7263,0.471692,0.421
4978000,0,-3.04806,-77.6641,0.357072,0.41775
4979000,0,-2.18863,-74.1669,0.188983,0.398
4980000,0,-2.41846,-74.5024,0.155028,0.433077
4981000,0,-3.38556,-78.7337,0.17452,0.354
4982000,0,-3.56015,-75.6179,0.225051,0.4026
4983000,0,-4.14196,-74.0902,2.19439,0.373
4984000,0,-3.03429,-74.751,0.330685,0.409143
4985000,0,-2.3237,-75.4328,0.541371,0.397333
4986000,1,-7.0572,-75.906,0.937555,0.422
4987000,0,-2.38488,-75.3463,0.671433,0.4325
4988000,1,-8.37829,-77.2978,1.40342,0.498
4989000,0,-2.67359,-76.5947,0.547003,0.430375
4990000,0,-2.46735,-74.6177,0.127113,0.454
4991000,0,-2.93366,-75.9273,0.149473,0.402667
4992000,0,-2.33941,-74.2915,0.462865,0.4232
4993000,0,-2.81763,-76.5077,0.320848,0.383
4994000,0,-2.48972,-77.7934,0.792509,0.422
4995000,0,-2.25229,-77.5008,0.506648,0.422
4996000,0,-1.75152,-77.7525,0.00131883,0.435
4997000,1,-5.57965,-76.7947,0.312106,0.538
4998000,0,-3.18266,-75.2563,0.903305,0.431733
4999000,0,-2.61293,-74.3328,0.369031,0.368
5000000,0,-2.48263,-75.152,0.606279,0.421
5001000,0,-2.42461,-73.9719,0.223555,0.475
5002000,0,-4.04537,-78.213,1.08469,0.406917
5003000,0,-3.92901,-74.9997,1.90991,0.382
5004000,0,-2.68215,-74.5629,0.768519,0.396
5005000,0,-2.8922,-74.4857,0.998247,0.414643
5006000,0,-3.212,-75.8034,0.0566572,0.399
5007000,0,-2.49913,-74.9878,0.277908,0.424
5008000,0,-3.06968,-74.2974,1.07752,0.379
5009000,0,-2.92022,-74.7385,0.783116,0.466
5010000,0,-2.23311,-75.0426,0.5539,0.379
5011000,0,-2.71822,-78.1509,0.224702,0.417375
5012000,1,-7.35694,-74.4655,1.71715,0.401
5013000,0,-4.32623,-77.6342,2.32472,0.412
5014000,0,-2.42375,-75.9568,0.689293,0.378
5015000,1,-7.11831,-75.883,1.39276,0.46
5016000,0,-3.83749,-75.5211,0.330495,0.425
5017000,0,-2.36952,-74.4177,0.101525,0.414
5018000,0,-3.09354,-74.567,0.427785,0.3975
5019000,0,-2.05232,-76.0812,0.157549,0.466
5020000,0,-2.70699,-74.8128,0.688408,0.433667
5021000,0,-2.15325,-75.886,0.158404,0.4
5022000,0,-2.65777,-74.6119,0.0691499,0.400333
5023000,0,-3.70875,-77.149,1.08111,0.415263
5024000,0,-4.18024,-76.0566,0.345591,0.388
5025000,0,-2.43336,-76.5908,0.0434467,0.40325
5026000,0,-2.47389,-75.5972,0.682983,0.4145
5027000,0,-4.9689,-77.7602,1.90711,0.422
5028000,0,-2.83904,-75.8204,0.272809,0.412333
5029000,0,-2.58976,-73.9793,0.487571,0.396
5030000,0,-1.95915,-77.9727,0.0951777,0.414
5031000,0,-3.23797,-75.5864,0.173783,0.410111
5032000,0,-3.94411,-77.1011,1.08464,0.4154
5033000,0,-4.36405,-76.421,1.33281,0.41425
5034000,0,-2.70322,-75.6425,0.132855,0.397
5035000,0,-3.43361,-76.1868,1.39773,0.415333
5036000,0,-2.61906,-75.1111,0.241827,0.379
5037000,0,-3.37598,-75.0855,1.01529,0.369
5038000,2,-14.5565,-81.8717,2.374,0.524
5039000,1,-9.44008,-79.0997,2.05817,0.421667
5040000,0,-2.80901,-75.3241,0.355334,0.423778
5041000,1,-6.52011,-73.989,1.35952,0.427286
5042000,0,-2.2667,-77.4423,0.314479,0.423
5043000,0,-2.25356,-74.3542,0.103689,0.403
5044000,0,-1.70661,-78.2113,0.0258085,0.367
5045000,0,-2.67979,-75.5756,0.956021,0.389667
5046000,0,-3.35606,-75.3635,0.575003,0.347
5047000,0,-3.86937,-75.5633,0.759014,0.385
5048000,1,-6.52127,-78.6519,1.23324,0.4108
5049000,0,-1.9374,-76.4464,0.131644,0.577
5050000,0,-2.71653,-76.2827,0.745029,0.456
5051000,0,-2.73143,-77.54,0.368881,0.552
5052000,0,-1.79537,-78.1215,0.00183757,0.419692
5053000,1,-5.67622,-74.856,0.904384,0.425
5054000,1,-9.08769,-75.783,2.20501,0.4385
5055000,0,-2.99704,-77.8025,0.556072,0.563
5056000,0,-2.92633,-76.62,0.0724787,0.446333
5057000,0,-3.73288,-77.4534,1.45211,0.383
5058000,0,-2.48067,-74.15,0.0947418,0.4266
5059000,0,-2.34807,-75.085,0.349475,0.438
5060000,0,-2.94342,-79.2191,1.16076,0.399
5061000,0,-2.14669,-76.2658,0.148799,0.437412
5062000,0,-2.45644,-74.5084,0.331515,0.381333
5063000,0,-2.65258,-75.1484,0.748502,0.382667
5064000,1,-5.03685,-74.8207,0.712552,0.400333
5065000,0,-2.68922,-76.5113,0.0211606,0.43
5066000,1,-6.62178,-78.3457,0.807242,0.405
5067000,0,-2.81634,-74.7932,0.360977,0.4
5068000,1,-7.48432,-76.1546,0.240622,0.452
5069000,0,-2.82999,-76.5603,0.0274763,0.454667
5070000,0,-4.41074,-76.1458,1.1667,0.446857
5071000,0,-3.14047,-74.8781,0.619279,0.38
5072000,0,-2.28296,-82.2746,0.0908759,0.43
5073000,0,-2.95827,-78.1937,1.08712,0.451
5074000,0,-2.87731,-75.9976,0.243964,0.410667
5075000,0,-3.47423,-74.4616,0.9052,0.406167
5076000,0,-2.36494,-74.5527,0.131881,0.411
5077000,0,-2.82574,-75.5547,0.550693,0.507
5078000,0,-3.75218,-75.2847,0.497413,0.43975
5079000,0,-2.27353,-78.2401,0.30729,0.4045
5080000,0,-2.56621,-74.0444,0.178583,0.41584
5081000,0,-3.30203,-77.7574,0.0754087,0.427
5082000,0,-3.71313,-76.3028,0.0349427,0.444
5083000,0,-3.47201,-74.4342,1.15488,0.437333
5084000,1,-9.56851,-75.0395,2.1422,0.3985
5085000,0,-2.66171,-74.5864,0.154464,0.414429
5086000,0,-3.42427,-75.5521,0.202172,0.417
5087000,0,-2.35253,-74.6599,0.373803,0.394
5088000,0,-2.60324,-74.5115,0.258884,0.42225
5089000,0,-3.93749,-77.6947,1.46255,0.42
5090000,0,-4.22885,-76.5209,0.329457,0.395
5091000,0,-3.17526,-74.8264,0.214001,0.42675
5092000,0,-2.28893,-74.6167,0.274573,0.394
5093000,1,-5.98304,-75.504,0.251053,0.4205
5094000,0,-3.88546,-77.2074,0.196752,0.417444
5095000,0,-2.54588,-73.9972,0.124446,0.404
5096000,0,-3.17755,-75.6966,0.203929,0.408
5097000,0,-3.22442,-77.0302,0.0175654,0.40225
5098000,0,-1.81031,-74.5871,0.00928114,0.456
5099000,0,-1.9263,-75.9357,0.0307508,0.414
5100000,0,-3.0884,-74.83,0.604366,0.4142
5101000,0,-3.39269,-75.5801,0.5841,0.409
5102000,0,-2.12325,-78.3592,0.0228603,0.366
5103000,0,-2.26894,-75.0688,0.180891,0.405846
5104000,0,-2.27841,-74.9573,0.174424,0.397
5105000,0,-3.86112,-76.7006,0.61563,0.417333
5106000,0,-3.31892,-75.3961,0.0279793,0.402
5107000,0,-1.90748,-74.717,0.0168147,0.47
5108000,0,-2.75992,-77.5958,0.071321,0.4095
5109000,0,-3.86814,-77.1637,0.313738,0.417
5110000,0,-2.18442,-75.8161,0.273348,0.416
5111000,0,-2.09678,-75.5446,0.319661,0.389
5112000,0,-3.368,-75.6284,0.586739,0.419286
5113000,0,-1.77308,-76.6751,0.0130499,0.409833
5114000,0,-3.12938,-76.3706,0.253961,0.405
5115000,0,-2.07614,-74.6386,0.103621,0.374
5116000,0,-2.44451,-78.493,0.0337952,0.43025
5117000,0,-2.35012,-76.1945,0.64048,0.432
5118000,0,-2.13825,-76.3648,0.0780771,0.398
5119000,0,-2.74612,-74.4085,0.172385,0.430875
5120000,0,-2.28951,-78.6193,0.545455,0.4015
5121000,0,-1.77363,-76.0913,0.0770552,0.453
5122000,0,-2.84773,-74.6576,0.769237,0.459
5123000,0,-2.33189,-74.1014,0.365162,0.417133
5124000,0,-2.77413,-74.7715,0.757249,0.456
5125000,0,-2.51038,-78.2108,0.327627,0.404333
5126000,0,-3.58252,-78.1063,1.20974,0.414
5127000,1,-5.96329,-76.6531,0.997324,0.406
5128000,0,-1.85425,-77.6704,0.203342,0.423333
5129000,0,-2.16087,-77.7156,0.453876,0.4154
5130000,1,-6.66081,-76.3168,0.926203,0.448333
5131000,0,-3.54782,-76.0334,1.84627,0.412
5132000,0,-4.04368,-76.4868,0.101524,0.419222
5133000,1,-7.3086,-76.752,1.08346,0.433
5134000,0,-3.2214,-76.2932,0.480831,0.376
5135000,1,-7.03718,-76.3734,1.29977,0.429333
