generation,N_shifts,logPrior,logLik,eventRate,acceptRate
3243000,0,-2.82675,-76.4693,0.735327,0.3765
3244000,0,-2.51721,-75.4794,0.157193,0.394
3245000,0,-3.30416,-75.4646,0.345754,0.390667
3246000,0,-2.48006,-74.6536,0.376112,0.409
3247000,0,-2.6166,-77.2587,0.827627,0.439
3248000,0,-1.90052,-74.8593,0.00315188,0.419375
3249000,0,-1.79939,-76.904,0.110922,0.42065
3250000,0,-2.43616,-77.0764,0.6464,0.4035
3251000,0,-2.65783,-77.8792,0.558456,0.41
3252000,0,-2.18479,-75.1971,0.301949,0.416
3253000,0,-2.49607,-74.9403,0.035377,0.454
3254000,0,-3.62797,-74.6128,0.990854,0.393
3255000,0,-2.50087,-75.946,0.20653,0.387
3256000,0,-2.87468,-74.9943,0.218945,0.397
3257000,0,-2.8594,-74.4347,0.786985,0.398
3258000,0,-3.25955,-74.709,0.935882,0.508
3259000,0,-1.99544,-74.7854,0.0717166,0.425
3260000,0,-2.35937,-75.8631,0.679874,0.436769
3261000,0,-3.57794,-78.2177,0.086256,0.432
3262000,0,-1.86738,-74.5199,0.10315,0.402
3263000,0,-2.65837,-74.0433,0.32567,0.422
3264000,0,-3.39693,-75.9331,0.538967,0.36
3265000,0,-3.12385,-75.1679,0.727293,0.415
3266000,0,-3.44655,-76.7789,0.0978739,0.425867
3267000,0,-2.56451,-74.8839,0.0912894,0.355
3268000,0,-3.23327,-80.3849,0.789238,0.382
3269000,0,-1.96804,-75.7527,0.0646572,0.4115
3270000,0,-2.78703,-75.8573,1.05093,0.414
3271000,0,-4.8511,-77.6678,0.527441,0.446
3272000,0,-2.76244,-74.3879,0.732535,0.428
3273000,0,-2.39825,-74.2429,0.408682,0.373
3274000,0,-2.43285,-74.3854,0.220903,0.413
3275000,0,-2.51754,-76.0819,0.840466,0.428143
3276000,0,-3.02932,-75.963,0.710886,0.433
3277000,2,-11.3438,-78.5885,0.378358,0.430333
3278000,0,-2.78477,-78.0859,1.13413,0.4805
3279000,0,-2.55007,-74.7247,0.512568,0.499667
3280000,1,-3.99871,-74.7924,0.283209,0.421
3281000,2,-10.7436,-78.6613,1.08061,0.528
3282000,0,-2.74415,-74.5595,0.705969,0.401
3283000,0,-2.11727,-76.283,0.037921,0.426061
3284000,0,-3.13713,-75.8119,1.13268,0.447667
3285000,0,-2.80268,-74.9004,0.581243,0.456
3286000,0,-3.41003,-75.0138,0.129726,0.418
3287000,0,-2.0649,-74.6714,0.14056,0.4612
3288000,0,-2.14447,-78.1211,0.209169,0.4235
3289000,0,-2.78875,-74.5669,0.880311,0.422
3290000,1,-6.30442,-78.4216,0.46958,0.41
3291000,0,-4.24211,-76.6205,1.00034,0.43875
3292000,0,-2.24303,-74.5567,0.201112,0.381
3293000,0,-2.68297,-74.3177,0.352347,0.432
3294000,0,-2.64875,-75.4262,0.23514,0.4152
3295000,0,-2.65049,-74.7578,0.0741746,0.435
3296000,0,-2.21152,-75.7556,0.567244,0.4215
3297000,0,-2.24862,-77.0063,0.166447,0.38
3298000,0,-2.81543,-74.4284,0.26761,0.492
3299000,1,-10.0771,-76.6269,1.39413,0.411
3300000,1,-6.48297,-78.0655,0.0182914,0.432
3301000,0,-2.37785,-74.9391,0.287491,0.420667
3302000,0,-2.34484,-74.3835,0.279956,0.429
3303000,0,-2.71346,-76.63,0.622467,0.41
3304000,0,-3.19256,-74.6173,1.33291,0.421
3305000,0,-2.63633,-76.4053,0.539826,0.385
3306000,0,-2.55556,-75.2218,0.266342,0.382
3307000,0,-2.36112,-75.4152,0.509273,0.443
3308000,1,-5.6099,-75.8143,0.071063,0.442
3309000,0,-2.88727,-76.4579,0.154221,0.417
3310000,0,-2.3826,-74.6872,0.0684639,0.420455
3311000,0,-2.69584,-78.9319,0.267369,0.413
3312000,0,-4.00434,-77.4023,0.601892,0.412167
3313000,0,-2.8692,-75.4824,0.223335,0.4184
3314000,0,-4.53278,-75.0269,2.41969,0.43
3315000,0,-2.66173,-75.6774,0.0261618,0.388
3316000,0,-3.60566,-75.6321,0.0791938,0.4205
3317000,0,-3.89692,-79.5319,0.627801,0.416429
3318000,0,-2.90649,-74.2955,0.496939,0.351
3319000,0,-3.55327,-79.1479,0.726887,0.385
3320000,0,-2.56111,-74.3439,0.353024,0.484
3321000,0,-1.93884,-75.7199,0.0200174,0.4142
3322000,0,-2.01412,-77.5032,0.0363961,0.417909
3323000,0,-2.57807,-76.5697,0.683252,0.392
3324000,0,-2.78082,-75.0929,0.120839,0.401
3325000,1,-6.94098,-79.9532,1.69581,0.422
3326000,0,-2.91228,-77.6567,0.416308,0.4008
3327000,0,-3.57823,-76.7246,0.520879,0.397
3328000,0,-1.94085,-75.9101,0.154434,0.442
3329000,0,-2.97237,-78.0592,1.16696,0.405786
3330000,0,-2.79107,-74.3859,0.0300298,0.428
3331000,0,-3.58959,-74.3767,1.33388,0.3995
3332000,0,-2.43499,-76.0591,0.779306,0.405
3333000,0,-2.23746,-74.7488,0.201433,0.4052
3334000,0,-3.16132,-76.6249,0.353784,0.405
3335000,0,-2.9568,-75.678,0.540721,0.4166
3336000,0,-4.7559,-76.5161,0.427007,0.412
3337000,0,-3.05658,-77.6414,0.840296,0.422
3338000,0,-4.26337,-76.5122,0.729332,0.41
3339000,0,-3.13172,-75.6077,0.992836,0.348
3340000,0,-1.96769,-75.7567,0.0316558,0.402
3341000,0,-2.32468,-76.4748,0.608387,0.412
3342000,0,-4.23724,-76.7764,0.471746,0.437556
3343000,0,-2.40593,-77.7498,0.170637,0.419
3344000,0,-2.16076,-75.466,0.417734,0.408
3345000,0,-2.96644,-76.4611,0.275144,0.397
3346000,0,-2.92379,-75.3212,0.594664,0.453167
3347000,0,-2.47485,-74.7006,0.507693,0.399
3348000,0,-2.63063,-75.531,0.455307,0.415333
3349000,0,-4.14275,-76.9659,1.99449,0.423
3350000,0,-3.28475,-74.8746,0.213937,0.417
3351000,1,-5.29744,-74.9882,0.132263,0.468
3352000,0,-3.69508,-75.7236,0.351018,0.53
3353000,1,-4.95587,-78.44,0.676503,0.45125
3354000,0,-3.98538,-75.3654,0.91788,0.398
3355000,1,-7.7587,-76.739,0.40953,0.4575
3356000,0,-1.79935,-75.4336,0.0905986,0.391
3357000,0,-2.28346,-75.5144,0.37102,0.395
3358000,0,-4.69992,-75.7393,2.11064,0.352
3359000,0,-2.15838,-74.6881,0.13938,0.432
3360000,0,-2.92113,-74.5822,0.184208,0.408
3361000,0,-2.28148,-74.699,0.370961,0.420024
3362000,0,-2.26416,-75.88,0.255159,0.401
3363000,0,-2.4786,-74.4117,0.403533,0.406
3364000,0,-2.03357,-75.9378,0.279634,0.3865
3365000,0,-3.68996,-75.7669,0.598685,0.38875
3366000,0,-2.6262,-74.3919,0.0170434,0.399167
3367000,2,-9.97184,-78.4193,0.804528,0.464
3368000,0,-2.59602,-77.1396,0.252079,0.487
3369000,0,-2.99747,-75.5826,1.26417,0.437
3370000,0,-3.00726,-76.0798,0.205535,0.4115
3371000,0,-2.21591,-77.7176,0.415522,0.385
3372000,0,-3.25304,-76.4361,0.0486098,0.428
3373000,0,-3.46224,-76.3893,0.354041,0.381
3374000,0,-2.21343,-74.9695,0.0615348,0.404
3375000,0,-2.76405,-74.4655,0.2396,0.385
3376000,0,-3.25361,-75.2413,0.467364,0.4
3377000,0,-3.63178,-77.5652,1.68642,0.382
3378000,0,-4.57159,-75.0835,1.48319,0.395
3379000,0,-2.44056,-74.9584,0.383093,0.422333
3380000,1,-5.15776,-74.6636,1.3449,0.399818
3381000,0,-2.80787,-77.1965,0.547353,0.452
3382000,0,-3.33707,-75.033,0.14281,0.411182
3383000,0,-2.13589,-79.0438,0.314119,0.44
3384000,0,-2.2581,-76.6947,0.466066,0.411
3385000,0,-1.84624,-74.7672,0.00899974,0.409333
3386000,0,-2.67627,-75.7132,0.935231,0.410286
3387000,0,-4.03508,-77.2837,1.02682,0.406167
3388000,0,-3.81071,-76.6376,2.08842,0.3915
3389000,0,-3.35828,-77.2723,0.784541,0.39775
3390000,0,-1.73199,-76.9139,0.000913461,0.409
3391000,0,-2.92706,-74.8651,0.342086,0.39875
3392000,0,-2.21011,-75.3892,0.325682,0.392
3393000,0,-2.87029,-74.887,0.671389,0.387
3394000,1,-5.315,-75.9607,0.0710861,0.406
3395000,0,-2.33527,-74.2589,0.389157,0.392444
3396000,0,-2.14613,-76.1779,0.17383,0.428
3397000,0,-2.34152,-77.0065,0.391284,0.39
3398000,0,-1.96148,-75.2849,0.212689,0.399333
3399000,0,-1.95403,-75.0872,0.0404416,0.3917
3400000,0,-2.63543,-74.6784,0.727063,0.415
3401000,0,-3.86308,-75.5042,1.97892,0.412
3402000,0,-2.88423,-76.9366,1.17171,0.4196
3403000,0,-2.11944,-74.3427,0.0172874,0.4118
3404000,0,-2.0767,-74.4683,0.296193,0.4
3405000,0,-2.23203,-75.9751,0.0195246,0.395
3406000,0,-2.35593,-77.9299,0.0753958,0.385
3407000,0,-3.5101,-74.1203,0.898949,0.36
3408000,0,-2.96014,-80.2697,0.897993,0.414444
3409000,2,-13.4614,-77.1618,1.72963,0.429
3410000,0,-2.85406,-74.0248,0.736996,0.413625
3411000,0,-3.53336,-79.0689,1.50318,0.42425
3412000,0,-1.85484,-74.4222,0.0361529,0.463333
3413000,0,-2.82626,-74.8868,0.275593,0.408
3414000,0,-4.38678,-76.0897,0.319806,0.435
3415000,1,-12.0889,-78.9588,3.90867,0.4138
3416000,0,-1.79289,-75.2725,0.128763,0.419
3417000,0,-2.63659,-74.7859,0.48277,0.376
3418000,0,-3.40164,-75.068,1.2754,0.483
3419000,0,-2.57488,-74.7423,0.018661,0.411182
3420000,0,-3.59004,-77.6548,0.124251,0.426
3421000,0,-2.17391,-74.5371,0.0701182,0.349
3422000,0,-2.09602,-75.544,0.356458,0.447
3423000,1,-6.59079,-77.1176,0.524214,0.461
3424000,0,-3.17928,-76.4329,0.689958,0.418077
3425000,0,-2.76215,-74.8099,0.424196,0.513
3426000,0,-2.3855,-75.4082,0.676272,0.432
3427000,0,-3.56997,-80.6649,0.033454,0.41725
3428000,0,-2.53901,-74.7194,0.0516231,0.389
3429000,0,-3.66014,-77.3835,1.90376,0.366
3430000,0,-4.60462,-80.1178,0.551409,0.432182
3431000,0,-4.00478,-75.9318,1.958,0.423
3432000,0,-2.28838,-75.132,0.006789,0.404
3433000,0,-3.1338,-77.0915,0.142761,0.453
3434000,0,-3.42796,-75.0287,0.0573992,0.4246
3435000,0,-3.21906,-74.3933,0.661443,0.418588
3436000,0,-3.115,-77.2423,0.416687,0.435
3437000,0,-3.20733,-75.5442,0.645941,0.455
3438000,0,-3.62548,-76.1232,0.861429,0.4175
3439000,0,-3.97477,-76.3075,0.663195,0.438
3440000,0,-2.40701,-74.0967,0.198319,0.441
3441000,0,-2.29548,-75.3054,0.0513273,0.41375
3442000,0,-5.54682,-77.2961,1.37728,0.4
3443000,0,-2.5518,-75.0165,0.0444502,0.391
3444000,1,-9.22426,-76.7389,2.76805,0.39525
3445000,1,-4.69631,-78.5773,0.946114,0.515
3446000,0,-1.90055,-76.2729,0.198382,0.392
3447000,0,-2.82518,-75.0279,0.155362,0.409417
3448000,0,-2.37173,-74.7963,0.0190586,0.421733
3449000,0,-2.39071,-76.038,0.099768,0.423
3450000,0,-2.83331,-77.9304,0.0390873,0.368
3451000,0,-3.74051,-75.2659,0.596494,0.446
3452000,0,-3.55067,-74.7048,0.854817,0.4
3453000,0,-2.18299,-76.1514,0.487028,0.4042
3454000,1,-9.22941,-76.2053,2.20293,0.417
3455000,0,-3.06827,-74.3792,0.469873,0.40325
3456000,0,-2.79643,-74.6515,0.793034,0.401
3457000,0,-2.81146,-77.1288,1.12035,0.4033
3458000,0,-2.15737,-74.0056,0.0138063,0.399
3459000,0,-2.8988,-74.6436,0.626857,0.4392
3460000,0,-2.4738,-74.1841,0.221209,0.495
3461000,0,-2.71744,-75.9798,0.771041,0.421
3462000,0,-1.85827,-77.0006,0.0445523,0.4715
3463000,0,-3.72629,-74.49,1.1971,0.381
3464000,0,-2.74061,-75.3908,0.263998,0.404
3465000,0,-2.07124,-78.3304,0.285185,0.406
3466000,1,-8.40181,-76.0471,0.916039,0.4164
3467000,0,-2.97551,-79.1098,0.0726383,0.447
3468000,0,-3.48571,-76.7918,0.698333,0.438
3469000,0,-2.04965,-74.2506,0.125435,0.393
3470000,0,-3.4631,-75.5101,1.164,0.383
3471000,0,-2.1827,-76.0398,0.308953,0.425
3472000,0,-3.12743,-75.1585,0.847639,0.434714
3473000,0,-2.86804,-75.5517,0.536635,0.430762
3474000,0,-2.25498,-75.914,0.0580059,0.456
3475000,0,-3.19448,-78.879,0.389251,0.454
3476000,0,-2.5362,-74.2166,0.214572,0.405667
3477000,0,-3.98409,-77.4985,0.655791,0.405667
3478000,0,-1.97813,-74.4428,0.176907,0.4
3479000,0,-4.16355,-76.5629,2.13255,0.409
3480000,0,-1.83794,-76.3187,0.0647758,0.441111
3481000,0,-4.2293,-74.917,1.7468,0.448
3482000,2,-8.88025,-78.8788,0.50656,0.418
3483000,0,-1.95823,-76.5163,0.250779,0.42725
3484000,1,-7.05161,-76.6924,0.473582,0.563
3485000,0,-2.52889,-75.6122,0.21076,0.453
3486000,1,-5.63043,-75.8109,0.927814,0.3955
3487000,0,-2.66567,-74.597,0.687835,0.451
3488000,0,-3.53857,-78.2022,0.496081,0.44
3489000,0,-3.03323,-75.7307,0.237827,0.362
3490000,0,-2.19457,-74.8168,0.0172166,0.409
3491000,0,-3.08751,-75.3961,0.489317,0.356
3492000,0,-2.05603,-75.6854,0.267998,0.425692
3493000,0,-3.32339,-75.1074,0.602705,0.404
3494000,0,-3.11297,-75.0897,0.451626,0.424
3495000,0,-2.32298,-75.8487,0.183566,0.406
3496000,0,-2.69337,-74.7849,0.225984,0.387
3497000,1,-7.78318,-76.6544,0.417857,0.403
3498000,0,-4.443,-76.1626,0.726187,0.426
3499000,0,-2.74632,-74.7471,0.580585,0.404
3500000,2,-9.90441,-75.512,1.77209,0.463
3501000,0,-3.11434,-76.43,0.0937222,0.442
3502000,0,-4.3649,-76.1563,0.584479,0.428909
3503000,0,-2.00502,-74.7972,0.0261629,0.428348
3504000,0,-2.24757,-77.0069,0.409662,0.4045
3505000,0,-2.572,-73.9924,0.227192,0.421
3506000,0,-2.36503,-76.1142,0.631815,0.443286
3507000,0,-2.20431,-76.0667,0.192784,0.398667
3508000,0,-2.07122,-75.5387,0.332191,0.369
3509000,0,-1.96746,-75.552,0.0580783,0.383
3510000,0,-1.79037,-76.5615,0.0677647,0.445
3511000,0,-2.61858,-74.1798,0.0402606,0.394
3512000,1,-7.52302,-75.7294,0.873249,0.396833
3513000,0,-3.64073,-75.2609,0.29242,0.411125
3514000,0,-2.57497,-74.4589,0.586521,0.493
3515000,0,-3.60441,-74.3758,0.870848,0.437
3516000,0,-2.36541,-74.0349,0.349988,0.414
3517000,0,-2.55006,-74.5644,0.268667,0.399333
3518000,0,-2.23359,-74.0398,0.256634,0.42
3519000,0,-3.24599,-75.7621,0.532672,0.398
3520000,0,-2.54315,-75.0885,0.664089,0.416
3521000,0,-1.95152,-76.4602,0.16986,0.395667
3522000,0,-2.75509,-74.6338,0.157892,0.3865
3523000,0,-3.82147,-76.1606,0.744157,0.403
3524000,0,-2.1742,-74.0787,0.114932,0.412286
3525000,0,-3.36591,-74.5953,0.804854,0.426
3526000,0,-3.47321,-75.3019,1.03292,0.378
3527000,0,-2.62798,-77.9488,0.353643,0.516
3528000,0,-3.73897,-75.5895,0.496538,0.449571
3529000,0,-3.7767,-77.3171,0.0642464,0.399
3530000,0,-2.36874,-74.9457,0.193086,0.402
3531000,0,-2.25873,-78.269,0.168932,0.421579
3532000,0,-2.57189,-76.2891,0.44726,0.437
3533000,0,-3.70314,-75.7009,0.261245,0.4523
3534000,0,-2.46032,-76.8055,0.0137788,0.424
3535000,0,-2.20966,-76.2214,0.410505,0.424
3536000,0,-2.85945,-75.68,0.262538,0.43575
3537000,0,-2.52648,-76.256,0.0880454,0.392
3538000,0,-3.01649,-76.2962,0.875317,0.426455
3539000,0,-4.38425,-76.2485,0.549154,0.42675
3540000,0,-2.77497,-75.0117,0.72963,0.391
3541000,0,-4.59521,-73.9838,2.25492,0.4146
3542000,0,-4.51297,-76.5876,1.30567,0.4
3543000,0,-2.11123,-75.2136,0.237162,0.4154
3544000,0,-1.98032,-75.6287,0.0109752,0.386
3545000,0,-3.50404,-77.6269,1.57881,0.412
3546000,0,-5.28195,-76.3545,0.00171356,0.522
3547000,0,-2.32719,-77.0536,0.28321,0.422286
3548000,0,-2.14755,-76.795,0.383547,0.435167
3549000,0,-2.5375,-74.9204,0.301033,0.409
3550000,0,-2.50002,-74.9739,0.805395,0.472
3551000,0,-2.84204,-74.8125,0.710122,0.424071
3552000,0,-2.39432,-75.6754,0.0212852,0.402
3553000,0,-2.77583,-74.4838,0.157047,0.437
3554000,1,-8.44534,-77.8305,1.29268,0.4015
3555000,0,-1.77676,-75.5449,0.0024328,0.511
3556000,0,-2.57276,-76.0787,0.324982,0.394
3557000,0,-1.89003,-74.7786,0.0875426,0.386
3558000,0,-2.58144,-74.5161,0.273258,0.391
3559000,0,-3.20833,-76.9116,0.194781,0.406
3560000,0,-3.86993,-74.8551,0.991697,0.4
3561000,0,-2.10345,-75.3675,0.108537,0.439
3562000,0,-3.19785,-74.8112,0.645434,0.437
3563000,0,-2.92,-77.3673,0.741801,0.4334
3564000,0,-3.23154,-75.607,1.10568,0.434
3565000,0,-4.00731,-76.0208,1.88748,0.414263
3566000,0,-2.96676,-74.7588,1.2243,0.392
3567000,0,-2.64692,-76.5747,0.406637,0.425
3568000,1,-8.19474,-75.703,2.62763,0.415
3569000,0,-2.38932,-74.4395,0.152416,0.436
3570000,0,-2.47095,-74.6548,0.45281,0.422667
3571000,0,-3.23121,-75.1246,0.407336,0.415
3572000,0,-3.30427,-74.6917,0.670644,0.427333
3573000,1,-4.7999,-74.7653,0.647767,0.435
3574000,0,-2.62191,-76.414,0.109939,0.428222
3575000,0,-2.33087,-75.4362,0.360123,0.421182
3576000,0,-3.27123,-75.5136,0.21903,0.391
3577000,0,-3.6932,-77.2024,1.64404,0.412
3578000,0,-2.17465,-77.3995,0.135304,0.474
3579000,0,-2.57398,-76.2958,0.480561,0.401
3580000,0,-2.23078,-74.1251,0.00069842,0.4192
3581000,0,-2.65955,-75.5468,0.80915,0.406
3582000,0,-3.11741,-77.0247,0.377002,0.38
3583000,0,-2.6281,-77.4061,0.0673108,0.4114
3584000,0,-2.33879,-76.4861,0.018333,0.379
3585000,0,-3.22913,-77.7217,1.55427,0.403667
3586000,0,-2.18912,-76.4694,0.473071,0.403
3587000,0,-2.783,-77.2737,0.264831,0.472
3588000,0,-3.04013,-76.0276,1.14678,0.41125
3589000,0,-3.03931,-74.5899,0.367923,0.407
3590000,0,-2.90445,-76.3525,0.0194313,0.42
3591000,0,-3.81067,-78.639,0.513791,0.413667
3592000,0,-2.48226,-74.2078,0.144321,0.3865
3593000,0,-4.46786,-77.3911,1.02815,0.398
3594000,0,-2.71638,-75.2641,0.624323,0.405
3595000,0,-3.06379,-76.4539,0.00484383,0.402125
3596000,0,-1.7236,-75.6927,0.0405489,0.42
3597000,0,-2.18867,-76.01,0.0341623,0.425
3598000,0,-2.56119,-76.4041,0.353115,0.452
3599000,0,-3.98209,-76.0213,1.3886,0.4552
3600000,0,-2.23761,-74.0496,0.200386,0.437
3601000,0,-2.38837,-78.6485,0.285103,0.44
3602000,1,-5.46907,-79.5638,0.553399,0.47
3603000,0,-4.59075,-77.1493,0.0363582,0.39
3604000,0,-2.57989,-74.6573,0.6614,0.426615
3605000,0,-2.18004,-77.2297,0.524946,0.4375
3606000,0,-2.80818,-74.0599,0.366556,0.446
3607000,0,-3.47914,-75.8777,0.866629,0.434
3608000,0,-2.34095,-74.688,0.104016,0.5
3609000,0,-3.72378,-74.3154,1.46153,0.425233
3610000,0,-1.9832,-75.0182,0.00886563,0.387
3611000,0,-4.13308,-77.9411,0.0918277,0.437333
3612000,0,-2.42777,-74.9098,0.0163526,0.37
3613000,0,-3.71854,-74.2648,1.23171,0.377
3614000,0,-2.95392,-75.3621,0.280839,0.38875
3615000,0,-2.93848,-76.5144,0.235143,0.417636
3616000,0,-2.73667,-74.6003,0.426094,0.425125
3617000,1,-5.78982,-76.9087,0.701649,0.41
3618000,0,-3.55281,-75.0766,1.37549,0.442
3619000,0,-2.77208,-74.5142,0.0813275,0.384
3620000,0,-3.08651,-74.7426,0.157993,0.409
3621000,0,-4.01682,-74.7576,0.825734,0.401375
3622000,0,-2.27969,-75.3156,0.392977,0.413
3623000,0,-2.54036,-75.5834,0.0508099,0.395625
3624000,1,-7.60102,-77.2893,0.468812,0.517
3625000,0,-2.60244,-76.4498,0.743189,0.402
3626000,0,-2.79496,-74.7319,0.983599,0.515
3627000,0,-2.32182,-75.2402,0.0345108,0.412769
3628000,0,-3.71678,-76.3637,0.565155,0.365
3629000,0,-2.59875,-75.6154,0.269699,0.443
3630000,0,-2.17639,-75.9339,0.327932,0.477
3631000,0,-3.07887,-76.9334,0.0463164,0.387
3632000,0,-3.73064,-77.7074,0.742661,0.4305
3633000,0,-3.9169,-77.4448,0.382997,0.396
3634000,0,-2.67484,-75.9315,0.762156,0.4081
3635000,0,-3.01229,-74.5407,0.230208,0.364
3636000,0,-3.04128,-75.8934,0.0292891,0.382
3637000,0,-2.23933,-75.5029,0.106811,0.411
3638000,0,-2.83072,-74.873,0.067707,0.4615
3639000,0,-2.23374,-74.6499,0.249501,0.394
3640000,0,-2.26894,-76.58,0.427323,0.409
3641000,0,-3.07845,-76.0395,0.114921,0.386
3642000,0,-2.46261,-74.9737,0.578136,0.397
3643000,0,-3.25474,-74.7631,0.568493,0.391
3644000,0,-2.24877,-75.2269,0.389304,0.3956
3645000,1,-7.46129,-76.126,0.936586,0.394
3646000,0,-3.25714,-74.7171,0.33633,0.403
3647000,0,-2.16989,-74.9384,0.234698,0.41025
3648000,0,-2.35887,-74.703,0.453735,0.388
3649000,0,-2.6061,-76.6827,0.866111,0.376
3650000,0,-3.89699,-74.8816,1.43161,0.411167
3651000,0,-2.39379,-77.891,0.514845,0.4088
3652000,0,-3.10723,-76.6955,0.397711,0.384
3653000,1,-8.52647,-77.3701,2.3768,0.583
3654000,0,-1.83624,-76.7023,0.160574,0.456
3655000,0,-2.19658,-74.2091,0.290281,0.476667
3656000,0,-2.40956,-74.0874,0.304019,0.391
3657000,0,-2.24085,-77.3069,0.160707,0.461
3658000,0,-3.75647,-74.7346,1.00751,0.379
3659000,0,-3.07765,-74.3375,1.03727,0.417
3660000,0,-5.04451,-75.8085,1.54349,0.427
3661000,0,-2.50464,-74.8272,0.0178928,0.451455
3662000,0,-3.41275,-75.1863,0.904348,0.3785
3663000,0,-2.68608,-76.0361,0.461815,0.423341
3664000,0,-2.93842,-76.5063,0.048607,0.409625
3665000,0,-2.54438,-74.5145,0.285256,0.42275
3666000,0,-3.53071,-77.5283,1.03663,0.396
3667000,0,-3.08554,-75.4435,0.444142,0.42
3668000,0,-1.72666,-76.2906,0.0261089,0.373
3669000,0,-1.88551,-75.5804,0.198983,0.389
3670000,0,-3.82461,-75.5438,0.273763,0.366
3671000,0,-3.63544,-75.212,0.451006,0.38
3672000,0,-1.84521,-75.2942,0.0299743,0.395625
3673000,3,-13.0574,-75.1734,1.54979,0.497
3674000,0,-2.48135,-75.4943,0.801147,0.645
3675000,0,-4.78456,-79.2878,0.284292,0.394
3676000,0,-2.92714,-74.9561,0.456336,0.415154
3677000,0,-2.92917,-74.7413,0.23123,0.4095
3678000,0,-2.15728,-74.3474,0.194568,0.428333
3679000,0,-2.67543,-76.053,0.136184,0.367
3680000,0,-1.87147,-76.4921,0.185904,0.444
3681000,0,-3.19952,-74.2304,1.08234,0.4134
3682000,0,-3.80203,-76.1517,0.00329209,0.4145
3683000,0,-3.43163,-79.3612,0.632514,0.412286
3684000,0,-1.84589,-75.3563,0.0529406,0.42
3685000,0,-2.05378,-76.4432,0.172862,0.462
3686000,0,-2.47136,-75.515,0.0400705,0.4
3687000,0,-3.31115,-75.8069,1.3693,0.441
3688000,1,-7.42061,-75.4019,1.39913,0.42
3689000,0,-2.00371,-76.2048,0.23935,0.473
3690000,0,-2.37117,-74.1484,0.185406,0.432
3691000,1,-6.92344,-79.4665,0.24927,0.452
3692000,0,-5.22851,-76.2544,1.63461,0.443
3693000,0,-2.69826,-76.5128,0.962121,0.5425
3694000,0,-2.12672,-74.7525,0.379312,0.408
3695000,0,-2.40822,-75.7709,0.389854,0.419214
3696000,0,-3.99931,-74.8846,1.41154,0.457
3697000,0,-2.77666,-75.1723,0.550535,0.436333
3698000,0,-2.70331,-75.1335,0.0423205,0.4575
3699000,0,-2.90436,-74.7976,0.0701703,0.409
3700000,1,-4.44676,-74.7597,0.250192,0.414333
3701000,1,-6.04499,-77.8141,1.52359,0.441333
3702000,0,-3.9735,-74.0193,1.57078,0.415333
3703000,0,-2.62892,-74.3435,0.774025,0.423
3704000,0,-2.18457,-75.0394,0.0794603,0.3945
3705000,0,-3.28235,-75.5465,1.42172,0.3735
3706000,0,-3.15467,-76.7154,0.819335,0.401
3707000,0,-2.21655,-76.8162,0.349824,0.407333
3708000,0,-4.89659,-75.9285,0.919187,0.619
3709000,0,-3.84383,-75.7142,0.416154,0.435
3710000,0,-3.99613,-75.8048,0.655829,0.426
3711000,0,-2.69655,-76.2146,0.679421,0.41
3712000,0,-3.42258,-74.7264,1.53614,0.44175
3713000,0,-3.09439,-78.7606,1.01743,0.451
3714000,0,-2.7629,-74.2163,0.329083,0.510333
3715000,0,-2.54692,-75.763,0.187069,0.466111
3716000,0,-2.50024,-74.4203,0.176938,0.490333
3717000,0,-2.25046,-74.023,0.0241821,0.4
3718000,2,-10.4886,-76.3296,2.02866,0.406667
3719000,2,-10.6219,-77.4706,1.80206,0.418571
3720000,0,-2.9656,-76.7244,0.928198,0.387667
3721000,2,-9.33445,-77.5823,1.33327,0.474
3722000,0,-2.79913,-74.4553,0.932053,0.4
3723000,0,-2.14387,-74.3538,0.192278,0.3985
3724000,1,-8.62342,-75.2361,1.17523,0.4046
3725000,0,-3.311,-75.5001,0.436402,0.458
3726000,0,-3.26137,-76.7865,0.152658,0.4625
3727000,0,-3.12077,-74.2514,1.14976,0.4242
3728000,0,-2.45523,-77.036,0.725417,0.392
3729000,0,-3.05267,-74.4909,0.175065,0.396
3730000,0,-2.85929,-75.2307,0.191961,0.395
3731000,0,-2.71551,-74.6414,0.0977773,0.395
3732000,0,-2.00567,-76.3181,0.300654,0.415
3733000,0,-3.16281,-75.9206,0.941746,0.411
3734000,0,-2.20278,-75.8585,0.388015,0.40625
3735000,0,-2.91441,-75.0736,0.25536,0.397
3736000,0,-2.15408,-81.0707,0.258331,0.4111
3737000,0,-4.57427,-76.2016,1.89241,0.424
3738000,0,-2.82083,-75.4852,0.144944,0.373
3739000,0,-3.05743,-75.997,0.172165,0.413
3740000,0,-2.67443,-75.9854,0.116034,0.367
3741000,0,-2.92732,-75.6924,0.240777,0.456
3742000,0,-2.65251,-74.1247,0.603914,0.378
3743000,0,-2.91839,-74.4057,0.726687,0.381
3744000,0,-2.91512,-79.1816,0.881917,0.413727
3745000,0,-1.99579,-74.7307,0.00928801,0.437
3746000,0,-1.91192,-75.926,0.137048,0.419
3747000,0,-2.32687,-75.9617,0.495007,0.4795
3748000,0,-2.68047,-75.0757,0.035454,0.419
3749000,0,-2.32253,-76.0388,0.124335,0.445
3750000,1,-4.96043,-78.5921,0.117092,0.426375
3751000,0,-3.4026,-77.4857,0.435341,0.35
3752000,0,-3.58508,-76.3014,0.889401,0.433556
